"","GENE","ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","NDC80","NUF2","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T","ABCC3","ACOX2","ACSL3","AHCYL1","AK2","AKAP1","ARF1","ARHGDIB","ARL6IP1","ARNT2","ARPC1B","ASF1A","ATP6AP1","BAG4","BIRC2","BMP7","BRCA1","BTF3","BUB1","BUB3","KIT","C10orf116","C10orf67","C11orf45","C11orf54","C4A","C5orf13","CABP4","CASP1","CASP3","CASP7","CCNG2","CCNH","CD38","CD3D","CD4","CD58","CD59","CDH1","CDKN2D","CDKN3","CEBPG","CENPE","CES2","CETN3","CHAF1B","CHI3L1","CHI3L2","CKS1B","CKS2","CLDN3","CLDN4","CLGN","CLTC","COX5A","CP","CRABP1","CSE1L","CSRP2","CST6","CTNNA1","CX3CL1","CXCL9","DAZAP2","DLX5","DUSP4","DUSP6","DYRK4","ECHDC1","EIF2C2","EPHX2","EPOR","ETFA","EXOSC9","EXT2","FABP7","FADD","FAM3C","FANCA","FBL","FEM1B","FGF12","FKBP11","FOLR1","FUBP1","FUCA1","FUT8","GARS","GART","GATA3","GATM","GLG1","GPSM2","GSTK1","GSTM1","GSTP1","GTPBP4","H1F0","H3F3B","HDAC2","HINT1","HIPK2","HLA.DRB1","HMGB2","HOXB6","HTATIP2","IDH2","IFI30","IFI6","IFITM1","IGBP1","IGFBP2","IL13RA1","IMPA2","INPP4B","INSM1","ISG15","ISG20","ITGB4","KCNMA1","KIAA0101","KIAA0182","KIF13B","KIF2C.1","KRT13","KRT14.1","KRT15","KRT16","KRT17.1","KRT18","HBA2","LIPE","IVL","LEP","ITPKA","CNN1","ABP1","C6","GPD1","MUC2","MYH2","PYGM","RDH5","ROS1","TNNC2","IL20","MYO3B","AQPEP","PLAC9","ARMC3","MS4A15","SKA1","HEPACAM","LRRN4CL","SKA3","PI16","VSTM2A","SCUBE3","CNIH2","MAMDC2","ASPM","PRSS33","PYDC1","LOC283392","NPW","TMEM145","IGSF10","TUSC5","S100A7A","GPIHBP1","GPR109A","LST.3TM12","FAM5C","KY","SBSN","C9orf169","SPDYC","KRTDAP","SAMD5","CSAG3","C14orf180","DEFB132","C4orf40","KLHL31","PRRT4","CXADRP3","SULT1C3","LMOD2","CT45A1","HEPN1","FAM196A","NBPF6","LRTM2","LOC728264","MAGEA9B","PLIN4","GAGE2D","FAM72A","FAM196B","GAGE12D","PDE2A","PDE3B","PDK4","PENK","PFKFB1","PITX1","PLIN1","PLK1","FXYD1","PPARG","PPP1R1A","PPP2R2C","MASP1","PVALB","PYGM.1","RBP4","RDH5.1","ROS1.1","RRM2.1","S100A8","S100A9","S100P","SAA1","SAA2","SERPINB3","SERPINB4","SCN3A","SCN4A","SRL","CCL11","CCL14","CXCL11","SFTPB","SIX3","SLC1A6","SLC2A4","SLC6A4","SLN","SOX2","SPRR1B","AURKA","SYT4","TDO2","TFR2","TIMP4","TK1","CLEC3B","TNNC2.1","TNNC1","TNNI1","TNNI2","TNNI3","TNNT3","IDH3","IFI6.1","ISG15.1","STAT1","ISG20.1","CXCL9.1","CASP1.1","NMI","YES1","SOD2","SNRPD1","EIF2C2.1","GARS.1","SOX4","SUBTYPE"
"215","TCGA-D8-A1X6-01A-11R-A14M-07",736,1621,25208,14259,1131,5898,6134,217,1878,1991,3054,5295,1299,2920,34,20410,89549,967,121,33416,159,3420,1962,2086,1,5,2,15528,13588,845,17,5641,31402,3645,1126,3504,11018,1273,844,876,39329,1638,2000,2997,155,198469,1288,3379,1321,1912,1437,274,9470,26021,10176,9487,31859,13010,59860,1924,10579,1904,22025,856,4763,355,2663,74450,1448,16287,91,10949,8,374,1952,107137,1874,196,1545,2675,2183,10545,3204,27,131,8483,1011,64952,23171,1145,586,3540,1597,2684,3694,1222,416,562,2330,3269,4859,20213,2319,43763,7370,932,7,12498,124,24,55107,213,457,35032,16,16489,10619,1263,4410,906,91,689,735,2601,1606,0,1740,1758,686,8749,7473,19,291,2,6739,5041,11228,9829,5730,92024,3035,7686,2544,12562,5,1490,5000,23671,62275,7857,36135,8175,24390,11936,79,1800,10688,18463,40944,18996,7465,18681,12591,6292,2271,67,10057,1307,6086,657,1252,9585,12397,2086,4,1,6443,1,5,99720,14259,107137,34,62275,3054,14259,1962,657,213,1145,11018,686,131,686,736,3420,736,1621,3420,736,1904,22025,856,4763,1621,3420,736,686,26021,562,736,736,1621,25208,14259,1131,5898,6134,217,1878,1991,3054,5295,7857,36135,8175,24390,11936,79,1800,1131,5898,6134,217,1878,1991,3054,5295,1299,2920,34,20410,89549,967,586,3540,1597,2684,3694,1222,416,562,2330,3269,4859,20213,3645,1126,3504,11018,1273,844,876,39329,1638,2086,4,1,6443,1,5,99720,14259,107137,1621,3420,736,1904,22025,856,4763,1621,3420,736,686,26021,562,736,NA,NA,NA,NA,NA,36135,8175,24390,11936,79,1800,10688,18463,40944,18996,7465,18681,844,876,39329,1638,2000,2997,155,198469,1621,131,686,5898,"LumA"
"216","TCGA-XX-A89A-01A-11R-A36F-07",312,444,2407,1771,320,3291,1314,80,3240,288,832,1333,509,1556,731,6547,5292,183,122,8604,504,2217,555,550,3053,896,2714,2185,3873,462,46,2697,14785,24169,927,2680,2945,226,220,172,3812,3309,534,688,6781,27763,125,594,795,347,1121,186,5565,5802,3299,2354,25839,10609,7824,4297,9286,765,9102,257,2471,109,421,18141,592,5084,3148,3767,1,94,688,126742,4515,62,1004,1679,1536,14791,1153,117,390,5914,498,15847,1279,194,161,1853,469,1953,405,430,1600,10918,1080,892,3623,14906,1709,16117,2874,2785,38,3895,390,18,17985,2883,6805,12052,55,922,3439,676,1785,300,729,211,2709,911,3676,7,4051,2651,447,4477,4048,36,1084,73,3493,2665,1966,4461,2231,13883,2293,10425,764,3594,1071,3726,2288,6899,15141,4365,8688,5026,30591,5567,1136,1023,6546,9974,2712,5251,2555,2560,7324,1120,538,223,988,462,3491,692,551,5961,2917,550,72,3053,1980,363,896,16144,1771,126742,731,15141,832,1771,555,692,2883,194,2945,447,390,447,312,2217,312,444,2217,312,765,9102,257,2471,444,2217,312,447,5802,10918,312,312,444,2407,1771,320,3291,1314,80,3240,288,832,1333,4365,8688,5026,30591,5567,1136,1023,320,3291,1314,80,3240,288,832,1333,509,1556,731,6547,5292,183,161,1853,469,1953,405,430,1600,10918,1080,892,3623,14906,24169,927,2680,2945,226,220,172,3812,3309,550,72,3053,1980,363,896,16144,1771,126742,444,2217,312,765,9102,257,2471,444,2217,312,447,5802,10918,312,NA,NA,NA,NA,NA,8688,5026,30591,5567,1136,1023,6546,9974,2712,5251,2555,2560,220,172,3812,3309,534,688,6781,27763,444,390,447,3291,"LumA"
"217","TCGA-E2-A109-01A-11R-A10J-07",652,3169,2774,4070,5053,5843,6196,127,2772,2727,769,8772,2310,2839,121,35274,54048,678,8023,39915,179,3922,2378,2626,121,172,172,2464,5315,1575,6,18184,26703,26910,8407,10280,2708,1228,1635,970,103,1036,2082,4124,127,138893,357,2085,5444,2187,1119,1274,11861,12660,6188,11238,29292,4776,37127,1627,6235,1101,28755,1122,3995,331,2488,32072,3103,15607,435,13616,0,93,1068,5711,3484,2,438,3690,2066,4695,1561,217,175,2592,486,11056,139585,1325,1453,3998,3975,1643,1625,2016,564,32,5920,2143,6349,9669,385,35079,5487,6,2,18330,452,14,29711,1767,3539,16849,28,1089,2050,613,573,566,581,529,4859,1991,5690,1,6709,2763,1115,4201,9085,59,1375,0,7526,2815,13227,7420,5468,36873,397,16905,2800,4173,1,1945,5343,44605,37295,6031,11161,2107,5132,15194,128,2560,9914,7147,56701,13382,3706,15981,10635,632,2085,121,16382,1397,3406,3530,1192,15485,1351,2626,1,121,184,1,172,78149,4070,5711,121,37295,769,4070,2378,3530,1767,1325,2708,1115,175,1115,652,3922,652,3169,3922,652,1101,28755,1122,3995,3169,3922,652,1115,12660,32,652,652,3169,2774,4070,5053,5843,6196,127,2772,2727,769,8772,6031,11161,2107,5132,15194,128,2560,5053,5843,6196,127,2772,2727,769,8772,2310,2839,121,35274,54048,678,1453,3998,3975,1643,1625,2016,564,32,5920,2143,6349,9669,26910,8407,10280,2708,1228,1635,970,103,1036,2626,1,121,184,1,172,78149,4070,5711,3169,3922,652,1101,28755,1122,3995,3169,3922,652,1115,12660,32,652,NA,NA,NA,NA,NA,11161,2107,5132,15194,128,2560,9914,7147,56701,13382,3706,15981,1635,970,103,1036,2082,4124,127,138893,3169,175,1115,5843,"LumB"
"218","TCGA-B6-A40B-01A-11R-A239-07",686,1568,11427,2547,719,8158,2771,155,2027,525,3231,3935,830,7017,123,38078,10950,512,1109,27849,576,2762,4113,631,24527,1214,15905,10334,4311,901,66,3436,41471,66730,1882,22719,19030,417,568,213,7577,2516,1417,2246,361,39955,1026,2244,1657,1175,773,1457,8451,4710,5324,4479,60101,34625,10378,7891,12200,1117,21438,226,1903,469,765,44712,663,9216,418,5455,10,80,485,118059,8372,153,351,2300,3169,6304,2163,13,58,2883,591,29316,1959,1090,504,2743,431,2011,857,1325,1378,620,3553,2191,10075,76233,411,20326,5575,35,27,4320,743,201,48216,883,270,19708,85,9417,3443,1327,570,615,4008,469,4149,1293,4817,3,7485,2784,459,11172,4227,275,2118,116,4068,4207,7665,6594,3280,49911,1344,7886,685,7218,0,22403,3831,24481,54115,7187,26304,5024,23320,6005,331,823,30443,9748,4138,14998,4768,20461,13254,1094,873,6,2491,1173,7074,1029,1316,5571,13086,631,185,24527,8865,167,1214,129035,2547,118059,123,54115,3231,2547,4113,1029,883,1090,19030,459,58,459,686,2762,686,1568,2762,686,1117,21438,226,1903,1568,2762,686,459,4710,620,686,686,1568,11427,2547,719,8158,2771,155,2027,525,3231,3935,7187,26304,5024,23320,6005,331,823,719,8158,2771,155,2027,525,3231,3935,830,7017,123,38078,10950,512,504,2743,431,2011,857,1325,1378,620,3553,2191,10075,76233,66730,1882,22719,19030,417,568,213,7577,2516,631,185,24527,8865,167,1214,129035,2547,118059,1568,2762,686,1117,21438,226,1903,1568,2762,686,459,4710,620,686,NA,NA,NA,NA,NA,26304,5024,23320,6005,331,823,30443,9748,4138,14998,4768,20461,568,213,7577,2516,1417,2246,361,39955,1568,58,459,8158,"LumA"
"219","TCGA-D8-A1Y1-01A-21R-A14M-07",1152,10447,6501,6412,997,12220,6813,320,2663,1649,3670,14096,2396,2576,244,22293,38411,1823,79,23527,175,2779,2681,2150,20,12,11,7030,6774,2166,3,10987,17852,85011,5166,7859,45921,1450,1528,591,32823,580,2482,2900,45,36969,3484,3201,4432,2949,2064,443,8277,9745,7299,5878,49245,15220,62980,3103,10613,1324,24526,1210,5198,277,2274,35958,1873,18722,230,4959,0,241,1904,3645,8413,33,885,3648,4133,7253,1975,10,107,6417,908,53654,1658,1400,1255,3684,2000,3188,1751,1137,663,24,5883,4241,5894,23358,2922,40482,4122,1,4,16180,668,91,54469,1857,1353,24810,28,2374,3734,1596,1520,1078,4164,635,3836,2297,9387,0,2479,4256,839,10162,5791,81,1246,0,6615,4424,3792,12556,4673,44233,1205,15601,2664,11613,5,5612,5360,24435,37097,7002,16931,703,19143,14912,1263,2787,6021,13610,6593,11686,8983,13671,11468,1126,4509,2127,1525,356,3016,2306,1403,7816,2012,2150,3,20,344,25,12,81288,6412,3645,244,37097,3670,6412,2681,2306,1857,1400,45921,839,107,839,1152,2779,1152,10447,2779,1152,1324,24526,1210,5198,10447,2779,1152,839,9745,24,1152,1152,10447,6501,6412,997,12220,6813,320,2663,1649,3670,14096,7002,16931,703,19143,14912,1263,2787,997,12220,6813,320,2663,1649,3670,14096,2396,2576,244,22293,38411,1823,1255,3684,2000,3188,1751,1137,663,24,5883,4241,5894,23358,85011,5166,7859,45921,1450,1528,591,32823,580,2150,3,20,344,25,12,81288,6412,3645,10447,2779,1152,1324,24526,1210,5198,10447,2779,1152,839,9745,24,1152,NA,NA,NA,NA,NA,16931,703,19143,14912,1263,2787,6021,13610,6593,11686,8983,13671,1528,591,32823,580,2482,2900,45,36969,10447,107,839,12220,"Her2"
"220","TCGA-A2-A04Q-01A-21R-A034-07",481,3047,4241,1277,2142,4768,3557,911,2959,956,32517,9096,1768,1295,1500,8637,335,984,379,931,9981,660,760,2140,7265,4986,22238,664,3881,3157,535,9643,1890,12283,4040,6283,104,1119,1460,580,323,3721,1925,2507,11232,6740,9,2739,3349,1726,591,68,5237,5559,7967,5405,44911,23980,16025,1345,9905,1558,11261,316,3699,3546,881,14438,2175,8955,711,516,1,102,711,37043,7296,20,2160,2201,5106,6468,1065,1413,2057,12155,583,64857,26198,537,641,4033,1396,2195,626,1460,19861,7053,5417,1574,1872,27133,17,32276,4426,4529,148,6381,2045,57,13745,51084,45976,15806,447,705,2186,1334,2109,1069,1334,130,1559,1692,6569,7486,1950,3369,790,10377,3202,21,4160,202,4973,3158,2334,7133,5221,2866,556,11287,2406,5570,0,12937,4109,11249,45176,5499,7314,2340,48244,12766,92,2307,17915,30833,16109,33576,2507,746,6869,1161,211,12,5045,2778,40255,713,549,3562,1424,2140,2,7265,17660,3839,4986,6583,1277,37043,1500,45176,32517,1277,760,713,51084,537,104,790,2057,790,481,660,481,3047,660,481,1558,11261,316,3699,3047,660,481,790,5559,7053,481,481,3047,4241,1277,2142,4768,3557,911,2959,956,32517,9096,5499,7314,2340,48244,12766,92,2307,2142,4768,3557,911,2959,956,32517,9096,1768,1295,1500,8637,335,984,641,4033,1396,2195,626,1460,19861,7053,5417,1574,1872,27133,12283,4040,6283,104,1119,1460,580,323,3721,2140,2,7265,17660,3839,4986,6583,1277,37043,3047,660,481,1558,11261,316,3699,3047,660,481,790,5559,7053,481,NA,NA,NA,NA,NA,7314,2340,48244,12766,92,2307,17915,30833,16109,33576,2507,746,1460,580,323,3721,1925,2507,11232,6740,3047,2057,790,4768,"LumB"
"221","TCGA-BH-A0HW-01A-11R-A034-07",965,2730,7943,22886,1413,5382,3007,119,777,2920,346,3579,685,4755,47,58164,109233,315,73,46551,117,4332,3685,1035,10,149,8,39488,18663,1016,4,5089,31982,5352,1300,7540,370,744,518,482,54,2410,923,1902,52,250173,589,1915,1230,873,6346,255,20440,14970,5922,10294,30765,8136,35207,4560,3764,1057,30129,3521,4722,48,2778,43812,1002,10578,142,23020,0,109,3011,862,3158,9,103,1656,1446,18594,2816,4,3,706,182,18303,52323,1189,539,6208,1373,2961,1533,1254,57,237,1587,2076,9108,29410,2713,78096,4897,5,0,8691,226,6,32918,928,73,25754,20,5017,5849,930,1800,759,2197,638,3068,2883,4905,0,2238,3823,347,5658,9038,199,607,0,5030,3334,3916,6110,4510,124918,868,5488,1211,6726,7,633,4321,31294,67341,3848,6908,13854,3209,11082,29,4715,6361,4129,13355,9985,7872,11660,7948,659,5067,75,9254,1454,3856,1733,1066,11095,4486,1035,862,10,9950,135,149,95170,22886,862,47,67341,346,22886,3685,1733,928,1189,370,347,3,347,965,4332,965,2730,4332,965,1057,30129,3521,4722,2730,4332,965,347,14970,237,965,965,2730,7943,22886,1413,5382,3007,119,777,2920,346,3579,3848,6908,13854,3209,11082,29,4715,1413,5382,3007,119,777,2920,346,3579,685,4755,47,58164,109233,315,539,6208,1373,2961,1533,1254,57,237,1587,2076,9108,29410,5352,1300,7540,370,744,518,482,54,2410,1035,862,10,9950,135,149,95170,22886,862,2730,4332,965,1057,30129,3521,4722,2730,4332,965,347,14970,237,965,NA,NA,NA,NA,NA,6908,13854,3209,11082,29,4715,6361,4129,13355,9985,7872,11660,518,482,54,2410,923,1902,52,250173,2730,3,347,5382,"LumB"
"222","TCGA-C8-A26W-01A-11R-A16F-07",812,3871,8786,5434,1022,6919,10287,354,6899,11086,7047,9751,2155,2912,459,69485,33859,1239,502,22682,342,7065,3731,4190,1540,663,1222,4831,5137,3167,123,7029,11591,10447,7444,2834,16822,2847,2336,630,13659,3476,1993,5237,3385,29218,454,5542,4746,2184,960,800,9310,24472,13669,2927,40657,15709,41892,2652,10997,2638,15821,619,3545,3820,1493,24825,2716,9439,6876,2306,0,98,1368,139845,8397,139,1395,3833,2453,13507,1857,261,599,4623,971,36285,30772,1801,1546,3736,1978,3100,1381,1067,283,568,4079,4762,7200,9703,1814,26964,6223,254,951,14203,448,3509,49051,1970,8081,23973,77,1019,3520,1336,1968,658,723,209,5324,1324,5601,9,11270,2972,1240,8252,7562,76,1380,86,6534,3566,6623,8424,5262,57908,4383,10835,5007,7066,7298,14016,5260,56842,38480,10318,11276,9012,26339,27544,248,3927,12601,11906,117261,51309,4294,10349,16666,1322,2916,153,9498,1634,4468,1503,4279,6504,4272,4190,32,1540,1884,162,663,74373,5434,139845,459,38480,7047,5434,3731,1503,1970,1801,16822,1240,599,1240,812,7065,812,3871,7065,812,2638,15821,619,3545,3871,7065,812,1240,24472,568,812,812,3871,8786,5434,1022,6919,10287,354,6899,11086,7047,9751,10318,11276,9012,26339,27544,248,3927,1022,6919,10287,354,6899,11086,7047,9751,2155,2912,459,69485,33859,1239,1546,3736,1978,3100,1381,1067,283,568,4079,4762,7200,9703,10447,7444,2834,16822,2847,2336,630,13659,3476,4190,32,1540,1884,162,663,74373,5434,139845,3871,7065,812,2638,15821,619,3545,3871,7065,812,1240,24472,568,812,NA,NA,NA,NA,NA,11276,9012,26339,27544,248,3927,12601,11906,117261,51309,4294,10349,2336,630,13659,3476,1993,5237,3385,29218,3871,599,1240,6919,"LumA"
"223","TCGA-AR-A0TQ-01A-11R-A084-07",364,6767,15494,2328,16366,9050,7201,292,3215,3099,1181,6248,2368,4588,586,380094,11923,838,12033,23864,466,4042,20263,2844,598,505,768,1133,11436,3436,22,17974,38773,20026,6931,10705,778,1782,1287,937,103,6487,2004,22140,2134,226050,4127,5111,4841,2504,3868,20419,53309,9670,7169,8670,32262,9181,34152,2777,9951,1436,24651,844,4511,4876,2503,29503,2873,18250,1320,2982,0,89,2556,3777,1661,8,806,3991,5137,7178,2089,270,719,6554,430,16867,89999,517,1104,4836,1952,4652,1007,1737,4125,120,3459,2675,9369,11962,55,445820,5478,116,50,35913,247,40,39984,1490,10747,29960,27,18561,2547,570,3589,975,440,318,11580,2167,4782,10,2668,3205,2138,6992,9266,457,4754,34,6452,4756,5221,10201,5318,95871,2134,13353,1817,5871,8961,2819,4658,45493,60242,6341,6688,3398,11964,15535,105,2289,14101,12026,108085,30594,4130,4608,7379,543,1919,29,41831,3637,6211,4052,1548,34205,5026,2844,1296,598,1830,39,505,346871,2328,3777,586,60242,1181,2328,20263,4052,1490,517,778,2138,719,2138,364,4042,364,6767,4042,364,1436,24651,844,4511,6767,4042,364,2138,9670,120,364,364,6767,15494,2328,16366,9050,7201,292,3215,3099,1181,6248,6341,6688,3398,11964,15535,105,2289,16366,9050,7201,292,3215,3099,1181,6248,2368,4588,586,380094,11923,838,1104,4836,1952,4652,1007,1737,4125,120,3459,2675,9369,11962,20026,6931,10705,778,1782,1287,937,103,6487,2844,1296,598,1830,39,505,346871,2328,3777,6767,4042,364,1436,24651,844,4511,6767,4042,364,2138,9670,120,364,NA,NA,NA,NA,NA,6688,3398,11964,15535,105,2289,14101,12026,108085,30594,4130,4608,1287,937,103,6487,2004,22140,2134,226050,6767,719,2138,9050,"LumA"
"224","TCGA-GM-A3XN-01A-12R-A22U-07",785,845,3907,2791,299,5363,1586,124,731,295,2834,3025,466,4266,708,16858,6329,228,91,16389,1267,1174,1514,480,8937,8860,13395,11885,5372,309,100,2130,18606,35438,867,10169,13655,339,462,107,13512,2112,738,819,7699,9709,346,1133,686,565,2773,1627,4966,9000,7334,4515,36815,14151,13702,2766,14118,740,12766,408,3412,278,489,37840,436,5780,3104,6781,21,144,1246,84314,11195,175,1629,1831,2740,8347,2097,93,478,3718,615,20410,2222,500,194,2336,292,2750,824,631,8117,812,2510,917,2789,12541,1878,17520,2979,745,126,4081,842,564,27534,13739,4147,16556,120,1542,6528,954,2120,216,2041,672,2677,1395,4152,40,1784,2502,285,6967,4453,74,1716,245,3962,3313,1683,5259,2914,35761,1243,9188,828,7901,15112,6182,2337,21166,28724,3170,10573,4829,13816,5611,221,1345,8840,12260,14081,12253,4794,6048,9286,630,2226,1683,5907,891,5220,2349,660,6545,4838,480,11,8937,3060,249,8860,29909,2791,84314,708,28724,2834,2791,1514,2349,13739,500,13655,285,478,285,785,1174,785,845,1174,785,740,12766,408,3412,845,1174,785,285,9000,812,785,785,845,3907,2791,299,5363,1586,124,731,295,2834,3025,3170,10573,4829,13816,5611,221,1345,299,5363,1586,124,731,295,2834,3025,466,4266,708,16858,6329,228,194,2336,292,2750,824,631,8117,812,2510,917,2789,12541,35438,867,10169,13655,339,462,107,13512,2112,480,11,8937,3060,249,8860,29909,2791,84314,845,1174,785,740,12766,408,3412,845,1174,785,285,9000,812,785,NA,NA,NA,NA,NA,10573,4829,13816,5611,221,1345,8840,12260,14081,12253,4794,6048,462,107,13512,2112,738,819,7699,9709,845,478,285,5363,"LumA"
"225","TCGA-AO-A03M-01B-11R-A10J-07",1439,3477,3447,8007,1850,5612,4122,525,4739,1833,2733,8580,2056,4985,833,51912,10368,927,2220,32556,363,1547,2187,3092,3835,2667,4051,9939,5069,2534,288,9308,7046,45868,13895,6016,3792,863,823,621,6737,2524,1577,10109,13583,36654,399,2597,6608,1246,901,511,13451,23097,7931,3465,59171,23463,37717,724,8097,1853,31755,845,4211,363,1095,26458,2085,8624,2937,5744,0,146,1448,55001,5567,29,1957,5163,3660,7074,1130,829,986,8920,549,29793,136266,676,768,5081,1848,6501,1179,2004,10192,749,2796,2242,8778,26989,1105,77528,4936,1053,22,34377,421,289,51325,8937,23443,27210,9,1764,3214,386,2665,952,871,94,2905,1688,6378,621,2347,3441,1833,8513,5281,259,2023,199,7757,5515,5724,9741,5899,56916,1136,14637,2125,11720,4,3892,4963,6614,118461,12891,7559,12246,15145,10583,3985,1660,14169,17007,80465,28167,3807,65943,10969,874,1860,18,24015,1303,8120,2453,976,29179,4899,3092,36,3835,22978,515,2667,134683,8007,55001,833,118461,2733,8007,2187,2453,8937,676,3792,1833,986,1833,1439,1547,1439,3477,1547,1439,1853,31755,845,4211,3477,1547,1439,1833,23097,749,1439,1439,3477,3447,8007,1850,5612,4122,525,4739,1833,2733,8580,12891,7559,12246,15145,10583,3985,1660,1850,5612,4122,525,4739,1833,2733,8580,2056,4985,833,51912,10368,927,768,5081,1848,6501,1179,2004,10192,749,2796,2242,8778,26989,45868,13895,6016,3792,863,823,621,6737,2524,3092,36,3835,22978,515,2667,134683,8007,55001,3477,1547,1439,1853,31755,845,4211,3477,1547,1439,1833,23097,749,1439,NA,NA,NA,NA,NA,7559,12246,15145,10583,3985,1660,14169,17007,80465,28167,3807,65943,823,621,6737,2524,1577,10109,13583,36654,3477,986,1833,5612,"LumA"
"226","TCGA-BH-A0W7-01A-11R-A115-07",281,1992,2891,3524,698,4664,4190,226,2168,858,1398,3230,714,2556,286,10538,4883,433,1882,14867,273,1921,1094,931,2247,2108,2289,3232,5839,924,53,4248,15728,52390,2330,2366,5723,670,488,164,1450,1428,1090,2561,2408,12353,762,2074,1996,982,722,819,9131,6676,6073,1652,31473,17127,19631,3169,7624,800,13604,485,2926,657,509,40161,1032,7260,1202,1995,21,49,698,186726,4742,13,1475,2534,2187,4832,2154,242,851,5776,656,14788,20411,629,634,2611,527,2133,1074,1216,1205,141,2401,1943,12261,15870,1542,28280,3864,144,30,9513,378,274,33208,1282,12097,17112,96,2387,2244,1473,934,405,3014,239,3019,1609,4159,6,1590,1580,492,7293,4774,133,1607,58,4928,4723,3513,7115,2646,23823,732,8693,976,3341,6571,4688,2756,12374,37135,3726,12414,2033,15492,7055,294,906,9218,18281,45049,22409,4556,8863,8174,520,1092,12,9613,1244,5690,2620,738,5802,6105,931,7,2247,1021,63,2108,53183,3524,186726,286,37135,1398,3524,1094,2620,1282,629,5723,492,851,492,281,1921,281,1992,1921,281,800,13604,485,2926,1992,1921,281,492,6676,141,281,281,1992,2891,3524,698,4664,4190,226,2168,858,1398,3230,3726,12414,2033,15492,7055,294,906,698,4664,4190,226,2168,858,1398,3230,714,2556,286,10538,4883,433,634,2611,527,2133,1074,1216,1205,141,2401,1943,12261,15870,52390,2330,2366,5723,670,488,164,1450,1428,931,7,2247,1021,63,2108,53183,3524,186726,1992,1921,281,800,13604,485,2926,1992,1921,281,492,6676,141,281,NA,NA,NA,NA,NA,12414,2033,15492,7055,294,906,9218,18281,45049,22409,4556,8863,488,164,1450,1428,1090,2561,2408,12353,1992,851,492,4664,"LumB"
"227","TCGA-AC-A3TN-01A-11R-A22K-07",721,221,6131,4933,412,681,911,100,658,367,360,890,221,2879,29,37984,52068,157,232,20453,168,3888,2405,338,2996,1905,1484,11889,3834,186,89,758,68833,17697,566,1877,16246,200,592,51,4658,2925,424,691,805,58137,401,938,553,635,2377,5567,7971,9642,7299,3214,36557,29340,7922,8463,9539,987,20745,67,2287,149,525,56669,160,6486,351,11227,0,30,1613,412730,2365,310,606,1498,1669,5194,1876,6,150,1052,432,28193,921,705,114,1896,123,1885,727,596,647,6079,2037,579,3722,17934,293,17557,4185,40,12,4705,557,315,20321,1279,468,18919,33,7258,2471,828,2311,204,2185,359,2319,1317,3184,3,2851,1634,155,8801,3240,15,1271,36,3072,6210,3960,3997,2442,59384,3489,6330,664,11220,13,14352,2240,25575,38888,4151,5149,210,11527,5147,115,531,11280,10315,5682,10305,5885,25593,10039,1366,1104,19,2121,1385,5896,3318,501,4556,6608,338,0,2996,4280,209,1905,74920,4933,412730,29,38888,360,4933,2405,3318,1279,705,16246,155,150,155,721,3888,721,221,3888,721,987,20745,67,2287,221,3888,721,155,9642,6079,721,721,221,6131,4933,412,681,911,100,658,367,360,890,4151,5149,210,11527,5147,115,531,412,681,911,100,658,367,360,890,221,2879,29,37984,52068,157,114,1896,123,1885,727,596,647,6079,2037,579,3722,17934,17697,566,1877,16246,200,592,51,4658,2925,338,0,2996,4280,209,1905,74920,4933,412730,221,3888,721,987,20745,67,2287,221,3888,721,155,9642,6079,721,NA,NA,NA,NA,NA,5149,210,11527,5147,115,531,11280,10315,5682,10305,5885,25593,592,51,4658,2925,424,691,805,58137,221,150,155,681,"LumA"
